subjects	S	age	R	rt
2	right	age25	right	0.954567665702544
2	left	age25	left	0.511269124885556
2	left	age25	left	0.746454344903668
2	left	age25	left	0.515011319941615
2	left	age25	left	0.657742165759871
2	right	age25	left	0.698115325328107
2	right	age25	right	0.660499219061906
2	right	age25	right	0.848823366636389
2	left	age25	left	0.97260861012872
2	left	age25	left	0.724680157509666
2	left	age25	right	0.516437848203578
2	left	age25	left	1.15963670144386
2	left	age25	right	0.488834907474746
2	left	age25	left	0.599278227143003
2	left	age25	right	0.512304458809044
2	right	age25	left	0.872836084858919
2	left	age25	left	0.424402777777381
2	right	age25	left	1.13342576121348
2	left	age25	right	0.651116854312346
2	left	age25	right	0.80364625786782
2	right	age25	left	0.619692303188585
2	right	age25	left	0.625879036613462
2	left	age25	left	0.6009781446885
2	right	age25	right	0.400634470744206
2	left	age25	left	1.24941563798378
2	right	age25	left	0.534103157122905
2	right	age25	right	0.439829455418173
2	right	age25	right	0.444608730593665
2	left	age25	left	0.445345510533214
2	left	age25	left	0.608325787667557
2	left	age25	right	0.501870968719195
2	right	age25	right	0.715347101902105
2	left	age25	right	0.516580717014174
2	right	age25	right	0.441574923822444
2	left	age25	left	0.922474554257807
2	left	age25	right	1.15018900239347
2	right	age25	right	0.510434136154528
2	right	age25	right	0.559863590761695
2	right	age25	right	0.581634170932191
2	left	age25	left	0.63744074347145
2	left	age25	left	0.359748848686184
2	right	age25	right	0.429513599382434
2	right	age25	right	0.396281491331224
2	left	age25	left	0.664210354127526
2	right	age25	left	0.730025294792515
2	right	age25	right	0.519542313122171
2	right	age25	right	0.747721362615589
2	right	age25	right	0.531849844087527
2	right	age25	right	1.24330372953899
2	left	age25	left	0.812581908932629
2	right	age25	left	0.709680194062709
2	left	age25	right	0.683389030184394
2	right	age25	right	0.540123216114644
2	right	age25	left	0.836307204687455
2	left	age25	left	0.599576322492459
2	right	age25	right	0.506913093835213
2	right	age25	right	1.57164934321801
2	left	age25	left	0.625223253724887
2	left	age25	left	0.441951668612378
2	right	age25	right	1.21321475792785
2	right	age25	right	0.749682869254287
2	right	age25	right	0.660857931318103
2	right	age25	right	0.505321279549231
2	left	age25	left	0.827617799186768
2	right	age25	right	0.612909766045616
2	right	age25	right	0.40564159071004
2	right	age25	left	1.16483801840892
2	left	age25	left	0.728569969283307
2	left	age25	left	1.11186156538599
2	right	age25	right	1.3091956199997
2	right	age25	right	1.20377740371533
2	left	age25	left	0.838251470729222
2	left	age25	left	0.696010393998198
2	right	age25	right	0.566557532715827
2	right	age25	right	0.846856838819889
2	right	age25	left	0.906476399712653
2	right	age25	left	0.504960841639836
2	left	age25	right	0.526306271099421
2	left	age25	right	0.574503441380187
2	right	age25	right	1.08146584190728
2	right	age25	right	1.1208545527357
2	right	age25	right	0.466691991093119
2	right	age25	left	0.818868936872422
2	left	age25	left	0.429891173392818
2	right	age25	right	0.832654086587157
2	left	age25	left	0.537650580548551
2	right	age25	right	1.31577498566744
2	right	age25	right	1.00757681643316
2	left	age25	left	0.715640915956658
2	left	age25	left	0.668577351938507
2	right	age25	right	0.737151706617447
2	left	age25	left	0.83773069190011
2	right	age25	right	0.583958965205782
2	right	age25	right	0.449306670127589
2	left	age25	right	0.62391193766086
2	left	age25	right	0.464176055242526
2	right	age25	right	0.46746917752366
2	left	age25	right	0.575350632913258
3	left	age17	left	0.487900080258489
3	left	age17	left	0.672527685349067
3	right	age17	left	0.528341521144187
3	left	age17	right	0.559690745826987
3	left	age17	right	0.458659306084691
3	left	age17	left	0.611141296186092
3	right	age17	left	0.45880696967474
3	right	age17	right	0.470667891105281
3	right	age17	right	0.444408985173689
3	left	age17	left	0.801799937769515
3	left	age17	left	0.662922235960625
3	left	age17	left	0.489624343447217
3	left	age17	right	0.448943522716363
3	right	age17	right	0.595021222632776
3	left	age17	left	0.485716006817409
3	right	age17	right	0.608763538037038
3	right	age17	left	0.596925227489803
3	right	age17	right	0.487035519960438
3	left	age17	right	0.467269391603542
3	right	age17	right	0.60421283216708
3	left	age17	right	0.565771973146674
3	right	age17	right	0.494874833883506
3	right	age17	right	0.669978988918483
3	right	age17	right	0.506953313361726
3	right	age17	right	0.879258102047206
3	right	age17	right	0.47039667792047
3	right	age17	left	0.572611151695224
3	left	age17	left	0.486928571018616
3	left	age17	left	0.571560328571355
3	left	age17	left	0.474475053819054
3	left	age17	left	0.676609417837541
3	right	age17	right	0.497503524183939
3	right	age17	left	0.607693159483969
3	left	age17	left	0.647832800635109
3	right	age17	right	0.449534501663362
3	right	age17	right	0.492836351640987
3	right	age17	left	0.516766891406226
3	right	age17	right	0.509844857238857
3	left	age17	left	0.542056475467985
3	right	age17	right	0.549032431773632
3	right	age17	right	0.479999281908732
3	left	age17	right	0.562407940913367
3	right	age17	left	0.555134849022185
3	right	age17	left	0.688213981265386
3	right	age17	right	0.475129627325273
3	right	age17	left	0.883270601559417
3	right	age17	right	0.590536807421423
3	right	age17	right	0.555612425141167
3	left	age17	left	0.615107163544055
3	right	age17	left	0.510514826513901
3	right	age17	right	0.477243076056168
3	right	age17	right	0.523683088608895
3	right	age17	right	0.667249404780639
3	left	age17	right	0.632130098356895
3	left	age17	right	0.554136956140889
3	left	age17	left	0.571085574615283
3	left	age17	left	0.500642175441032
3	right	age17	right	0.523377435719178
3	right	age17	right	0.616601908131148
3	left	age17	left	0.465454265310604
3	left	age17	right	0.596952847567279
3	right	age17	left	0.489105557589143
3	right	age17	left	0.699658810152234
3	right	age17	left	0.509060033672265
3	right	age17	left	0.515301890831907
3	left	age17	right	0.474265926848598
3	right	age17	right	0.520587208062374
3	right	age17	right	0.645842234501275
3	right	age17	left	0.492408396883825
3	right	age17	left	0.522736978600811
3	left	age17	left	0.4438375496264
3	right	age17	right	0.55587397572069
3	left	age17	left	0.491036310571995
3	left	age17	left	0.634524661458809
3	left	age17	left	0.582898052233528
3	left	age17	left	0.576245699197305
3	right	age17	left	0.688578927615266
3	left	age17	left	0.632186355129512
3	left	age17	left	0.645392504156308
3	left	age17	right	0.560100025343973
3	left	age17	left	0.471537142992309
3	left	age17	left	0.635044261115904
3	left	age17	left	0.453336782051149
3	right	age17	left	0.476065173282205
3	right	age17	left	0.650943904500294
3	left	age17	right	0.616857232168778
3	left	age17	left	0.830938014446841
3	left	age17	left	0.439551921168741
3	right	age17	right	0.507744562973815
3	left	age17	left	0.519957165356037
3	left	age17	left	0.546185212557677
3	left	age17	left	0.51263136658024
3	left	age17	left	0.665603532171455
3	left	age17	left	0.67828194257303
3	right	age17	left	0.598478359603269
3	left	age17	left	0.556734115769046
3	right	age17	left	0.532951745364736
3	left	age17	left	0.515633479801986
3	left	age17	right	0.487986082106532
3	left	age17	left	0.782830014559765
3	right	age17	left	0.583593413494716
3	left	age17	left	0.583859318333645
3	left	age17	left	0.454341025826967
3	left	age17	right	0.495354075969154
3	left	age17	left	0.550176300181408
3	left	age17	right	0.593112459685113
3	right	age17	right	0.999099788613109
3	left	age17	left	0.491887683075679
3	right	age17	left	0.661421832144018
3	left	age17	left	0.563069203902152
3	left	age17	left	0.480968465491697
3	right	age17	left	0.600536294462313
3	left	age17	left	0.490657078864804
3	left	age17	left	0.569617798297601
3	right	age17	right	0.635399350530161
3	right	age17	left	0.462073163108666
3	right	age17	left	0.459636740253549
3	left	age17	right	0.81982436951469
3	left	age17	left	0.544653186682704
3	left	age17	right	0.445311840126445
3	left	age17	right	0.563063116761883
3	right	age17	left	0.653693967914737
3	right	age17	left	0.545438023412649
3	right	age17	right	0.734228848415774
3	right	age17	left	0.49829809988158
3	left	age17	left	0.519490634220603
3	right	age17	left	0.457167536278442
3	right	age17	right	0.495611961651342
3	left	age17	left	0.690110725618372
3	right	age17	right	0.772766413814124
3	right	age17	right	0.459452709968101
3	right	age17	right	0.875961348510257
3	left	age17	left	0.533133485875034
3	left	age17	left	0.45885005477103
3	right	age17	right	0.550099195359559
3	left	age17	left	0.485681701330092
3	left	age17	right	0.667749115234069
3	right	age17	right	0.520378182622861
3	left	age17	left	0.889443117140996
3	right	age17	left	0.578734034866263
3	right	age17	right	0.510226861727439
3	right	age17	right	0.586109220859835
3	right	age17	right	0.644995763941086
3	right	age17	right	0.500935142932361
3	left	age17	right	0.549997324623672
3	right	age17	right	0.493396225167383
3	right	age17	right	0.817191656974502
3	right	age17	right	0.524865374964027
3	right	age17	right	0.551402737176502
3	left	age17	left	0.499554132157917
3	left	age17	left	0.484335413279067
3	left	age17	right	0.461115690549434
3	right	age17	right	0.452999326074521
3	left	age17	right	0.824057671079447
3	right	age17	right	0.652381692982721
3	left	age17	left	0.643828542928185
3	left	age17	left	0.547957913848889
3	left	age17	right	0.457754631113284
3	left	age17	left	0.566194971226502
3	left	age17	right	0.474856700163204
3	left	age17	left	0.5591517723665
3	right	age17	right	0.487341143998281
3	left	age17	left	0.461826306358652
3	left	age17	left	0.552866417466071
3	left	age17	left	0.508030035194096
3	left	age17	right	0.625479345739642
3	right	age17	right	0.449996364709271
3	left	age17	left	0.696715850902581
3	left	age17	right	0.44918147789963
3	right	age17	left	0.68986353366362
3	right	age17	right	0.607596266226286
3	left	age17	left	0.474617194438392
3	right	age17	right	0.485737244773832
3	right	age17	right	0.6866330117478
3	left	age17	left	0.910963238782973
3	left	age17	right	0.627882624293991
3	right	age17	right	0.481724549356024
3	right	age17	right	0.511145718082568
3	left	age17	left	0.544720866374883
3	left	age17	left	0.599009794575332
3	right	age17	right	0.521177446604562
3	right	age17	right	0.505556356057371
3	left	age17	left	0.655703126023462
3	left	age17	left	0.745923291969581
3	left	age17	left	0.485655981150521
3	left	age17	left	0.452524944947623
3	right	age17	right	0.45284491640393
3	left	age17	left	0.516611918204583
3	left	age17	left	0.724477125870783
3	left	age17	left	0.467698368242946
3	right	age17	right	0.590884163955918
3	left	age17	right	0.599358704623817
3	right	age17	right	0.473994030947719
3	left	age17	right	0.528556410908133
3	left	age17	right	0.511392731395275
3	right	age17	left	0.684522634881286
3	right	age17	right	0.78001497168774
3	right	age17	left	0.483522110883424
3	left	age17	right	0.562598211382598
3	right	age17	right	0.516985726390313
3	right	age17	right	0.712763587364889
3	left	age17	right	0.441785803668039
3	right	age17	right	0.462881169945948
3	left	age17	left	0.55688894631497
3	right	age17	right	0.465807658248759
3	left	age17	left	0.521394458401157
3	right	age17	right	0.805702546002536
3	right	age17	left	0.458591482414217
3	left	age17	left	0.461160558930213
3	right	age17	left	0.563086662539238
3	right	age17	right	0.564048886619324
3	left	age17	left	0.475910300999842
3	right	age17	right	0.448209686150214
3	right	age17	right	0.561481925018781
3	left	age17	right	0.714371677661375
3	right	age17	right	0.508476006604446
3	right	age17	left	0.467502378282833
3	left	age17	right	0.450566367569342
3	right	age17	right	0.90392515275055
3	right	age17	right	0.448462206406892
3	left	age17	left	0.562691206245241
3	left	age17	right	0.496209787742512
3	right	age17	right	0.495694959990727
3	right	age17	right	0.522114246546277
3	right	age17	right	0.887853400926978
3	right	age17	right	0.491086900602973
3	right	age17	right	0.691967720454749
3	right	age17	right	0.520626711586563
3	left	age17	right	0.54329164500519
3	left	age17	right	0.481459468358231
3	left	age25	left	0.523746361056745
3	right	age25	right	1.185117308742
3	left	age25	left	0.661235077213051
3	left	age25	left	0.706044055262603
3	right	age25	left	0.543293039677477
3	right	age25	right	0.723888474040761
3	left	age25	right	0.593321145581457
3	left	age25	left	0.815803008784797
3	left	age25	right	0.823808414502508
3	left	age25	right	1.33170037751678
3	left	age25	left	0.631901950574456
3	left	age25	left	0.676709435522329
3	right	age25	right	0.542380346263393
3	right	age25	right	0.847340835604926
3	left	age25	right	0.949494882620729
3	right	age25	right	0.749810521946814
3	left	age25	left	1.55189308118666
3	right	age25	left	0.528697729732645
3	right	age25	right	0.932102778295033
3	left	age25	left	0.534239136623187
3	right	age25	right	0.765854147622636
3	left	age25	left	0.617435530981892
3	left	age25	left	0.5144552638421
3	right	age25	right	0.603327756737594
3	right	age25	left	0.722729116886367
3	right	age25	right	0.790293966947974
3	right	age25	right	0.712222933846723
3	right	age25	left	0.850397641915599
3	right	age25	right	0.554953462618182
3	left	age25	right	0.520759329045278
3	right	age25	right	0.697589950012591
3	right	age25	right	0.939957842337825
3	left	age25	left	0.612813972249176
3	right	age25	left	0.875330406844981
3	left	age25	right	0.830078427693253
3	left	age25	left	0.624571749709933
3	right	age25	right	0.521494048060064
3	left	age25	left	0.587696517263674
3	left	age25	left	0.834437993169122
3	left	age25	left	0.549743651519547
3	left	age25	right	0.509751362256735
3	right	age25	right	0.766520398060812
3	right	age25	right	0.564691323275428
3	left	age25	left	0.535855406162684
3	right	age25	right	0.828630300880865
3	left	age25	right	0.717257452594202
3	left	age25	left	1.91292794671278
3	right	age25	right	0.505779856335567
3	left	age25	left	0.520664997731306
3	right	age25	right	0.920993873867308
3	left	age25	right	0.686866546606371
3	left	age25	left	0.532040941557286
3	right	age25	right	0.941233991026871
3	left	age25	left	0.756600905008836
3	left	age25	left	0.569175234886522
3	right	age25	right	1.00079119890428
3	right	age25	right	0.680768398754163
3	right	age25	right	0.823520725733266
3	right	age25	right	0.520078714943153
3	right	age25	right	0.899831230537472
3	left	age25	left	0.547826610541677
3	left	age25	right	0.517961356707621
3	right	age25	right	1.07961174955781
3	right	age25	right	0.527470127162844
3	right	age25	right	0.542908119366206
3	left	age25	left	0.46402509646169
3	left	age25	right	0.636636765914914
3	left	age25	left	1.10697670924307
3	right	age25	right	1.78244809518303
3	right	age25	right	0.632187251145528
3	left	age25	left	0.76689596108628
3	right	age25	right	0.497306487745522
3	right	age25	right	0.802689574526268
3	right	age25	right	0.64133684416509
